BraTS21ID,Model,Channels,Tumor regions,Dice score,HD95
BraTS2021_01208,MEncodnnUnet,4 channels,TC,0.8069114685058594,3.3166247903554
BraTS2021_01102,MEncodnnUnet,4 channels,TC,0.9542685151100159,1.4142135623730951
BraTS2021_01321,MEncodnnUnet,4 channels,TC,0.9839304685592651,1.4142135623730951
BraTS2021_00626,MEncodnnUnet,4 channels,TC,0.9650778770446777,1.0
BraTS2021_00089,MEncodnnUnet,4 channels,TC,0.9804248809814453,1.0
BraTS2021_01192,MEncodnnUnet,4 channels,TC,0.22395578026771545,21.0
BraTS2021_01446,MEncodnnUnet,4 channels,TC,0.9087918996810913,4.58257569495584
BraTS2021_00729,MEncodnnUnet,4 channels,TC,0.9824017286300659,1.0
BraTS2021_01525,MEncodnnUnet,4 channels,TC,0.843539834022522,9.486832980505138
BraTS2021_00081,MEncodnnUnet,4 channels,TC,0.9803569912910461,1.0
BraTS2021_01125,MEncodnnUnet,4 channels,TC,0.9764702320098877,2.0
BraTS2021_01279,MEncodnnUnet,4 channels,TC,0.9039447903633118,1.4142135623730951
BraTS2021_00551,MEncodnnUnet,4 channels,TC,0.9763726592063904,1.0
BraTS2021_00690,MEncodnnUnet,4 channels,TC,0.9531058073043823,1.4142135623730951
BraTS2021_00300,MEncodnnUnet,4 channels,TC,0.9698147773742676,1.7320508075688772
BraTS2021_00481,MEncodnnUnet,4 channels,TC,0.9765690565109253,1.0
BraTS2021_01301,MEncodnnUnet,4 channels,TC,0.9743173718452454,1.0
BraTS2021_01570,MEncodnnUnet,4 channels,TC,0.9903243184089661,1.0
BraTS2021_01150,MEncodnnUnet,4 channels,TC,0.9445794820785522,3.0
BraTS2021_01169,MEncodnnUnet,4 channels,TC,0.6808576583862305,11.180339887498949
BraTS2021_01618,MEncodnnUnet,4 channels,TC,0.9781474471092224,1.4142135623730951
BraTS2021_00051,MEncodnnUnet,4 channels,TC,0.9817672371864319,1.0
BraTS2021_00479,MEncodnnUnet,4 channels,TC,0.9857361912727356,1.0
BraTS2021_00501,MEncodnnUnet,4 channels,TC,0.9252386689186096,2.0
BraTS2021_01527,MEncodnnUnet,4 channels,TC,0.9323691725730896,3.3166247903554
BraTS2021_01161,MEncodnnUnet,4 channels,TC,0.9883213043212891,1.0
BraTS2021_01182,MEncodnnUnet,4 channels,TC,0.3904004991054535,42.068990686665444
BraTS2021_01328,MEncodnnUnet,4 channels,TC,0.8744457960128784,7.874007874011811
BraTS2021_00561,MEncodnnUnet,4 channels,TC,0.9847846627235413,1.0
BraTS2021_01544,MEncodnnUnet,4 channels,TC,0.9790098071098328,1.0
BraTS2021_01455,MEncodnnUnet,4 channels,TC,0.9515565633773804,2.0
BraTS2021_01543,MEncodnnUnet,4 channels,TC,0.9740400314331055,1.4142135623730951
BraTS2021_01171,MEncodnnUnet,4 channels,TC,0.9612007737159729,2.23606797749979
BraTS2021_00211,MEncodnnUnet,4 channels,TC,0.9908641576766968,1.0
BraTS2021_01103,MEncodnnUnet,4 channels,TC,0.9029992818832397,3.0
BraTS2021_01011,MEncodnnUnet,4 channels,TC,0.9676292538642883,1.0
BraTS2021_00756,MEncodnnUnet,4 channels,TC,0.9721340537071228,1.4142135623730951
BraTS2021_01615,MEncodnnUnet,4 channels,TC,0.895797073841095,1.4142135623730951
BraTS2021_01077,MEncodnnUnet,4 channels,TC,0.43281808495521545,6.4031242374328485
BraTS2021_01120,MEncodnnUnet,4 channels,TC,0.9878047704696655,1.0
BraTS2021_01577,MEncodnnUnet,4 channels,TC,0.9888540506362915,1.0
BraTS2021_00491,MEncodnnUnet,4 channels,TC,0.9641789793968201,1.4142135623730951
BraTS2021_01184,MEncodnnUnet,4 channels,TC,0.9078626036643982,3.1622776601683795
BraTS2021_01048,MEncodnnUnet,4 channels,TC,0.9380620718002319,3.0
BraTS2021_01305,MEncodnnUnet,4 channels,TC,0.9897277355194092,1.0
BraTS2021_00062,MEncodnnUnet,4 channels,TC,0.9476918578147888,46.2709412050371
BraTS2021_01047,MEncodnnUnet,4 channels,TC,0.9240245819091797,3.0
BraTS2021_01191,MEncodnnUnet,4 channels,TC,0.9313610792160034,3.605551275463989
BraTS2021_00286,MEncodnnUnet,4 channels,TC,0.9529750347137451,8.774964387392123
BraTS2021_00118,MEncodnnUnet,4 channels,TC,0.9838008284568787,1.0
